"HolderAddress","Balance","PendingBalanceUpdate"
"0xb47048cc1a1b98a8a0ea742fb4f228ae7a2bd6ed","6,092.640253695410092093","No"
"0xaaa488eb314d3e009fd4cfce2d0a94d3226eddd7","6,018.309257951667390451","No"
"0x4debe16b2cbe699bc593d52b6ec6de710928735e","5,954.636776555546328461","No"
"0x588afe278f35f7f6e3489441a79be56e93ca9d13","5,902.051117699169108884","No"
"0xd5f0375569eaaf82bb52ddd56f8d966ee89ec5ed","5,615.390222031336693845","No"
"0x88690c01f0a9205503599931f267188ce55e19de","5,556.217023819597804978","No"
"0x04d7bcf273c5b0deb7ce3f59f70be6bf933c47c7","5,528.74414544907287622","No"
"0xb50b26255a6a5efa4ef75eb978a92639da185564","5,478.722151972562521941","No"
"0xd83568b87fd212ce659b2fe0b23a38c705cdbf55","5,453.90763710095565116","No"
"0x378ba35e58a82a4b2f561e29ccda1096f1e9f6b2","5,427.31841678832340917","No"
"0x50b35ed7cdde573b8d13d2095f59d7cfa4477844","5,351.400325330135918131","No"
"0x798273e034a42a3ed9c46efe5db3792a241ef0d9","5,335.830211337927893478","No"
"0xe5d8e78dad4b8586090d9d92884e262136142869","5,318.875657514651042372","No"
"0xe4b566400ce5321fe1ba0c6d57bac6605e9f2228","5,281.804686855901891157","No"
"0xf2433449d6784322af79cfa627d10d68f859e1af","5,243.847812886715306833","No"
"0x8b43f3846a72ea9cf821a57cd67fa8e616c8d5b3","5,157.260030546769541876","No"
"0x16b658270ac50c0063940ed287c401b3df7ccf70","5,146.880432618753984767","No"
"0xf35d947d578282e9c1e069c033e6e067611646d8","5,086.980510997400857901","No"
"0xe43ca5af97ea001ef9145aa42b3f5bcf0f66264b","5,037.640622257208357315","No"
"0x2052f11e0483ced36340dd7808ca510a7dd5f152","5,002.313785279070458105","No"
"0xbda3bc8855726edcbdd1f9f3503b785090418fb3","5,000.603589733190383959","No"
"0xee0208659633302eb8fd0164f5bd8d4830298ae6","4,942.92296192422741864","No"
"0x7771542817a60e167fd8ed2d8f84a88062863f4b","4,932.722909533371285038","No"
"0xffefa463f9e8811b28042ae8841d0529965ac50a","4,929.22727420637772699","No"
"0x345aa27b209d52f48b7d88d00ec4b3edb1afa7d9","4,927.760465482945680285","No"
"0xf34f34d54ce360485bffbffc74d81ad44d4c3644","4,918.999909684700337078","No"
"0x895811c4198a61208efebcc16590bbacac9a815a","4,891.347538850235499359","No"
"0x4ae45b0272f20c9ec51c89023cb9a153e3fbbbc8","4,862.908637523025081458","No"
"0x4060c2c0af76e0fae2c8d9fa6ae32589cdadad5f","4,743.962365413104905216","No"
"0x407a05b84a81dadb29d9aaea4455e7b1d3248339","4,686.674178093355805422","No"
"0x696969917d14af0eccd470b0797a447087aba094","4,673.483486511311747791","No"
"0x6964f870aa07461521ba2f947837a00e0a4c008b","4,651.831646842629256387","No"
"0x490562b3fcb3be17d8321a0ff4ee343efe90f7b4","4,624.134162547870287255","No"
"0x750fae98f2f59fe0c48442d7e077459af2ecb215","4,590.075665202500478464","No"
"0x053e6294400a9268e35df445624f58087c7f388f","4,577.475699018281860136","No"
"0x75a0134f3e1a7323df83f62877bfbbacb5b29443","4,555.42591745792185648","No"
"0x7842c0b2773ad16d0e0f00e24815c04f700a7d33","4,549.30797929829809582","No"
"0xfcba40551b2e7f62fc136ee5ecb82f746797dc1a","4,546.374737066643395942","No"
"0x4596ae7081cbfa2752c09ffdde42f949d5470238","4,533.462347617969051377","No"
"0x69420c67545e5ee95d1375f93ec0da06c05c9c1f","4,503.912305685469393738","No"
"0xdba268ca676e8f5489584c62339fb0ea7384dc5c","4,430.278343345085018864","No"
"0x7db1f1f1814cb3c6726b0273089005230d22f403","4,402.386086511115943206","No"
"0x69a25d18923f5fff224a56e4f81cb4e13f53ac5d","4,369.709287997198790318","No"
"0xb0261152cf8a9bb27eecf64cec07c6e8dd23cb1c","4,292.329489183602208322","No"
"0x76d929285e1b9c9cc94908ac67df03b63528671a","4,259.93374332292590467","No"
"0xa8677255f3ef4c425fbd3e9474c9447df7a00c00","4,254.68200248092494826","No"
"0xbe4b6fb2af0314d3fbf41b771785c01d17a55916","4,183.322244043782256075","No"
"0x03edd76c30398a47b61857138d1197cad32db02f","4,146.148751819820952882","No"
"0x1b9bb7bada9334588dc74b0eb59e0cf3eb133159","4,143.140340627249494471","No"
"0xb7955c9c0fcaac1165fc9141c34f1c22be9c82bd","4,133.410515822903634144","No"
"0xd7764d320d58a5e6de053ce44b1dfe1fea928e5a","4,087.972802265368227771","No"
"0xbd6fa96f09bda66fd36f665c21f5e80076a760b5","4,075.39253605564599792","No"
"0x22a676b52392591bc6c7caf51c14b38f5e0f3716","4,063.007054690645354876","No"
"0xaf63e2662b73b2e2bdceed4fab879c1901d7305f","4,038.017251759769361664","No"
"0xe7b774c736d50c04487c63272d872847d46c84ea","4,037.989101639237495758","No"
"0x76455d4633b79bee7056b52486311b8e20caf6a5","4,010.586145418306628161","No"
"0x669741dbfad138164060304e944d31d461559211","4,004.96171420154348725","No"
"0xa8a74b381ab5ca14d1e10bf6db1fe669123cecc7","4,000.7","No"
"0x395a4f83ceb8704b8305bdf9ad37addc22eba4ac","3,967.181522902359223789","No"
"0xd7d6a644b6dbeb333e0613178f855a25cc7f8851","3,924.918419369078923276","No"
"0x4c42200150d7c0ea8a9bb761fbd452b57f465f91","3,916.627823074591899133","No"
"0x13fb50d884a89d7234f869ee8c86fb8970000002","3,891.252811464126216083","No"
